metric,mean,std,mode,alpha,delay_intensity,target_fraction,runs,run_mode,training_mean_reward,training_reward_history
attacker_blocks,7.5,6.948221195225277,A,0.05,500,0.5,10,A,,
total_blocks,600.0,0.0,A,0.05,500,0.5,10,A,,
fork_rate,0.0,0.0,A,0.05,500,0.5,10,A,,
orphan_blocks,473.0,17.009801096230763,A,0.05,500,0.5,10,A,,
delay_usage_freq,0.0,0.0,A,0.05,500,0.5,10,A,,
delay_cost,0.0,0.0,A,0.05,500,0.5,10,A,,
mean_reward,0.0,0.0,A,0.05,500,0.5,10,A,,
epsilon,0.0,0.0,A,0.05,500,0.5,10,A,,
REV,0.0215,0.020191215545013262,B,0.05,500,0.5,10,B,,
attacker_blocks,12.9,12.114729327007957,B,0.05,500,0.5,10,B,,
total_blocks,600.0,0.0,B,0.05,500,0.5,10,B,,
fork_rate,0.0,0.0,B,0.05,500,0.5,10,B,,
orphan_blocks,564.8,2.8596814119369625,B,0.05,500,0.5,10,B,,
delay_usage_freq,0.0,0.0,B,0.05,500,0.5,10,B,,
delay_cost,235632.65044077853,25647.057721386456,B,0.05,500,0.5,10,B,,
mean_reward,0.0,0.0,B,0.05,500,0.5,10,B,,
epsilon,0.0,0.0,B,0.05,500,0.5,10,B,,
REV,0.003333333333333333,0.005091750772173155,C,0.05,500,0.5,10,C,-0.646356674876231,"[-0.7692102086822287, -0.7381577585042977, -0.6997077153074784, -0.6443923512810363, -0.6115331678307563, -0.5892567752207588, -0.5679233041249155, -0.5506721180583762]"
attacker_blocks,2.0,3.0550504633038935,C,0.05,500,0.5,10,C,-0.646356674876231,"[-0.7692102086822287, -0.7381577585042977, -0.6997077153074784, -0.6443923512810363, -0.6115331678307563, -0.5892567752207588, -0.5679233041249155, -0.5506721180583762]"
total_blocks,600.0,0.0,C,0.05,500,0.5,10,C,-0.646356674876231,"[-0.7692102086822287, -0.7381577585042977, -0.6997077153074784, -0.6443923512810363, -0.6115331678307563, -0.5892567752207588, -0.5679233041249155, -0.5506721180583762]"
fork_rate,0.0,0.0,C,0.05,500,0.5,10,C,-0.646356674876231,"[-0.7692102086822287, -0.7381577585042977, -0.6997077153074784, -0.6443923512810363, -0.6115331678307563, -0.5892567752207588, -0.5679233041249155, -0.5506721180583762]"
orphan_blocks,568.0,2.6666666666666665,C,0.05,500,0.5,10,C,-0.646356674876231,"[-0.7692102086822287, -0.7381577585042977, -0.6997077153074784, -0.6443923512810363, -0.6115331678307563, -0.5892567752207588, -0.5679233041249155, -0.5506721180583762]"
delay_usage_freq,0.171,0.09654590157594009,C,0.05,500,0.5,10,C,-0.646356674876231,"[-0.7692102086822287, -0.7381577585042977, -0.6997077153074784, -0.6443923512810363, -0.6115331678307563, -0.5892567752207588, -0.5679233041249155, -0.5506721180583762]"
delay_cost,336030.15432641795,88453.83984568478,C,0.05,500,0.5,10,C,-0.646356674876231,"[-0.7692102086822287, -0.7381577585042977, -0.6997077153074784, -0.6443923512810363, -0.6115331678307563, -0.5892567752207588, -0.5679233041249155, -0.5506721180583762]"
mean_reward,-0.55905790099449,0.014872170089896702,C,0.05,500,0.5,10,C,-0.646356674876231,"[-0.7692102086822287, -0.7381577585042977, -0.6997077153074784, -0.6443923512810363, -0.6115331678307563, -0.5892567752207588, -0.5679233041249155, -0.5506721180583762]"
epsilon,0.05,0.0,C,0.05,500,0.5,10,C,-0.646356674876231,"[-0.7692102086822287, -0.7381577585042977, -0.6997077153074784, -0.6443923512810363, -0.6115331678307563, -0.5892567752207588, -0.5679233041249155, -0.5506721180583762]"
REV,0.009833333333333335,0.014937110963992244,no_targeting,0.05,500,0.5,10,no_targeting,-0.8759300554381727,"[-1.1637799030217486, -1.0517003637516713, -0.9470726113235729, -0.8712588914013027, -0.8121876962137357, -0.7599131846164131, -0.7183428567462521, -0.6831849364306858]"
attacker_blocks,5.9,8.962266578395345,no_targeting,0.05,500,0.5,10,no_targeting,-0.8759300554381727,"[-1.1637799030217486, -1.0517003637516713, -0.9470726113235729, -0.8712588914013027, -0.8121876962137357, -0.7599131846164131, -0.7183428567462521, -0.6831849364306858]"
total_blocks,600.0,0.0,no_targeting,0.05,500,0.5,10,no_targeting,-0.8759300554381727,"[-1.1637799030217486, -1.0517003637516713, -0.9470726113235729, -0.8712588914013027, -0.8121876962137357, -0.7599131846164131, -0.7183428567462521, -0.6831849364306858]"
fork_rate,0.0,0.0,no_targeting,0.05,500,0.5,10,no_targeting,-0.8759300554381727,"[-1.1637799030217486, -1.0517003637516713, -0.9470726113235729, -0.8712588914013027, -0.8121876962137357, -0.7599131846164131, -0.7183428567462521, -0.6831849364306858]"
orphan_blocks,569.1,3.3482997343593826,no_targeting,0.05,500,0.5,10,no_targeting,-0.8759300554381727,"[-1.1637799030217486, -1.0517003637516713, -0.9470726113235729, -0.8712588914013027, -0.8121876962137357, -0.7599131846164131, -0.7183428567462521, -0.6831849364306858]"
delay_usage_freq,0.16166666666666665,0.06690697429922042,no_targeting,0.05,500,0.5,10,no_targeting,-0.8759300554381727,"[-1.1637799030217486, -1.0517003637516713, -0.9470726113235729, -0.8712588914013027, -0.8121876962137357, -0.7599131846164131, -0.7183428567462521, -0.6831849364306858]"
delay_cost,366955.8263690902,106790.79426675051,no_targeting,0.05,500,0.5,10,no_targeting,-0.8759300554381727,"[-1.1637799030217486, -1.0517003637516713, -0.9470726113235729, -0.8712588914013027, -0.8121876962137357, -0.7599131846164131, -0.7183428567462521, -0.6831849364306858]"
mean_reward,-0.6300246177141335,0.022780681803538965,no_targeting,0.05,500,0.5,10,no_targeting,-0.8759300554381727,"[-1.1637799030217486, -1.0517003637516713, -0.9470726113235729, -0.8712588914013027, -0.8121876962137357, -0.7599131846164131, -0.7183428567462521, -0.6831849364306858]"
epsilon,0.05,0.0,no_targeting,0.05,500,0.5,10,no_targeting,-0.8759300554381727,"[-1.1637799030217486, -1.0517003637516713, -0.9470726113235729, -0.8712588914013027, -0.8121876962137357, -0.7599131846164131, -0.7183428567462521, -0.6831849364306858]"
REV,0.034,0.026272550572417723,no_rl,0.05,500,0.5,10,no_rl,,
attacker_blocks,20.4,15.763530343450636,no_rl,0.05,500,0.5,10,no_rl,,
total_blocks,600.0,0.0,no_rl,0.05,500,0.5,10,no_rl,,
fork_rate,0.0,0.0,no_rl,0.05,500,0.5,10,no_rl,,
orphan_blocks,562.8,3.4253953543107007,no_rl,0.05,500,0.5,10,no_rl,,
delay_usage_freq,0.0,0.0,no_rl,0.05,500,0.5,10,no_rl,,
delay_cost,238741.4127563849,20772.12483362142,no_rl,0.05,500,0.5,10,no_rl,,
mean_reward,0.0,0.0,no_rl,0.05,500,0.5,10,no_rl,,
epsilon,0.0,0.0,no_rl,0.05,500,0.5,10,no_rl,,
REV,0.02933333333333333,0.022501028783064477,no_cost,0.05,500,0.5,10,no_cost,0.038612103174603174,"[0.02, 0.029166666666666667, 0.03833333333333333, 0.043333333333333335, 0.044333333333333336, 0.044444444444444446, 0.04428571428571428, 0.045]"
attacker_blocks,17.6,13.500617269838688,no_cost,0.05,500,0.5,10,no_cost,0.038612103174603174,"[0.02, 0.029166666666666667, 0.03833333333333333, 0.043333333333333335, 0.044333333333333336, 0.044444444444444446, 0.04428571428571428, 0.045]"
total_blocks,600.0,0.0,no_cost,0.05,500,0.5,10,no_cost,0.038612103174603174,"[0.02, 0.029166666666666667, 0.03833333333333333, 0.043333333333333335, 0.044333333333333336, 0.044444444444444446, 0.04428571428571428, 0.045]"
fork_rate,0.0,0.0,no_cost,0.05,500,0.5,10,no_cost,0.038612103174603174,"[0.02, 0.029166666666666667, 0.03833333333333333, 0.043333333333333335, 0.044333333333333336, 0.044444444444444446, 0.04428571428571428, 0.045]"
orphan_blocks,565.7,2.6687491868330793,no_cost,0.05,500,0.5,10,no_cost,0.038612103174603174,"[0.02, 0.029166666666666667, 0.03833333333333333, 0.043333333333333335, 0.044333333333333336, 0.044444444444444446, 0.04428571428571428, 0.045]"
delay_usage_freq,0.07749999999999999,0.014598537048301012,no_cost,0.05,500,0.5,10,no_cost,0.038612103174603174,"[0.02, 0.029166666666666667, 0.03833333333333333, 0.043333333333333335, 0.044333333333333336, 0.044444444444444446, 0.04428571428571428, 0.045]"
delay_cost,272911.42504014773,28143.33850752917,no_cost,0.05,500,0.5,10,no_cost,0.038612103174603174,"[0.02, 0.029166666666666667, 0.03833333333333333, 0.043333333333333335, 0.044333333333333336, 0.044444444444444446, 0.04428571428571428, 0.045]"
mean_reward,0.04721581166654696,0.0012024480458569316,no_cost,0.05,500,0.5,10,no_cost,0.038612103174603174,"[0.02, 0.029166666666666667, 0.03833333333333333, 0.043333333333333335, 0.044333333333333336, 0.044444444444444446, 0.04428571428571428, 0.045]"
epsilon,0.05,0.0,no_cost,0.05,500,0.5,10,no_cost,0.038612103174603174,"[0.02, 0.029166666666666667, 0.03833333333333333, 0.043333333333333335, 0.044333333333333336, 0.044444444444444446, 0.04428571428571428, 0.045]"
REV,0.0155,0.012839224237170472,A,0.05,1000,0.0,10,A,,
attacker_blocks,9.3,7.703534542302283,A,0.05,1000,0.0,10,A,,
total_blocks,600.0,0.0,A,0.05,1000,0.0,10,A,,
fork_rate,0.0,0.0,A,0.05,1000,0.0,10,A,,
orphan_blocks,480.2,10.39016629104441,A,0.05,1000,0.0,10,A,,
delay_usage_freq,0.0,0.0,A,0.05,1000,0.0,10,A,,
delay_cost,0.0,0.0,A,0.05,1000,0.0,10,A,,
mean_reward,0.0,0.0,A,0.05,1000,0.0,10,A,,
epsilon,0.0,0.0,A,0.05,1000,0.0,10,A,,
REV,0.029666666666666668,0.025175924223230162,B,0.05,1000,0.0,10,B,,
attacker_blocks,17.8,15.105554533938097,B,0.05,1000,0.0,10,B,,
total_blocks,600.0,0.0,B,0.05,1000,0.0,10,B,,
fork_rate,0.0,0.0,B,0.05,1000,0.0,10,B,,
orphan_blocks,565.0,4.570436400267363,B,0.05,1000,0.0,10,B,,
delay_usage_freq,0.0,0.0,B,0.05,1000,0.0,10,B,,
delay_cost,238515.34990840554,26820.883820501058,B,0.05,1000,0.0,10,B,,
mean_reward,0.0,0.0,B,0.05,1000,0.0,10,B,,
epsilon,0.0,0.0,B,0.05,1000,0.0,10,B,,
REV,0.009833333333333333,0.015663317214844357,C,0.05,1000,0.0,10,C,-0.5202772715516933,"[-0.6622908417492492, -0.6061837015630949, -0.5509877038078429, -0.5099531683523507, -0.48412963288497135, -0.45796078474004465, -0.45082643195385946, -0.43988590736213345]"
attacker_blocks,5.9,9.397990328906612,C,0.05,1000,0.0,10,C,-0.5202772715516933,"[-0.6622908417492492, -0.6061837015630949, -0.5509877038078429, -0.5099531683523507, -0.48412963288497135, -0.45796078474004465, -0.45082643195385946, -0.43988590736213345]"
total_blocks,600.0,0.0,C,0.05,1000,0.0,10,C,-0.5202772715516933,"[-0.6622908417492492, -0.6061837015630949, -0.5509877038078429, -0.5099531683523507, -0.48412963288497135, -0.45796078474004465, -0.45082643195385946, -0.43988590736213345]"
fork_rate,0.0,0.0,C,0.05,1000,0.0,10,C,-0.5202772715516933,"[-0.6622908417492492, -0.6061837015630949, -0.5509877038078429, -0.5099531683523507, -0.48412963288497135, -0.45796078474004465, -0.45082643195385946, -0.43988590736213345]"
orphan_blocks,567.7,2.869378562220979,C,0.05,1000,0.0,10,C,-0.5202772715516933,"[-0.6622908417492492, -0.6061837015630949, -0.5509877038078429, -0.5099531683523507, -0.48412963288497135, -0.45796078474004465, -0.45082643195385946, -0.43988590736213345]"
delay_usage_freq,0.30233333333333334,0.2095058854767157,C,0.05,1000,0.0,10,C,-0.5202772715516933,"[-0.6622908417492492, -0.6061837015630949, -0.5509877038078429, -0.5099531683523507, -0.48412963288497135, -0.45796078474004465, -0.45082643195385946, -0.43988590736213345]"
delay_cost,340740.74454280705,78162.9409819944,C,0.05,1000,0.0,10,C,-0.5202772715516933,"[-0.6622908417492492, -0.6061837015630949, -0.5509877038078429, -0.5099531683523507, -0.48412963288497135, -0.45796078474004465, -0.45082643195385946, -0.43988590736213345]"
mean_reward,-0.48242435210478857,0.015766006952622355,C,0.05,1000,0.0,10,C,-0.5202772715516933,"[-0.6622908417492492, -0.6061837015630949, -0.5509877038078429, -0.5099531683523507, -0.48412963288497135, -0.45796078474004465, -0.45082643195385946, -0.43988590736213345]"
epsilon,0.05,0.0,C,0.05,1000,0.0,10,C,-0.5202772715516933,"[-0.6622908417492492, -0.6061837015630949, -0.5509877038078429, -0.5099531683523507, -0.48412963288497135, -0.45796078474004465, -0.45082643195385946, -0.43988590736213345]"
REV,0.0075000000000000015,0.012253747222284877,no_targeting,0.05,1000,0.0,10,no_targeting,-0.87804564748843,"[-1.348101336714837, -1.1364539185494096, -0.9357791567249766, -0.8150664086182947, -0.7578046253928427, -0.7076870690911513, -0.6623918758045623, -0.661080789011365]"
attacker_blocks,4.5,7.352248333370926,no_targeting,0.05,1000,0.0,10,no_targeting,-0.87804564748843,"[-1.348101336714837, -1.1364539185494096, -0.9357791567249766, -0.8150664086182947, -0.7578046253928427, -0.7076870690911513, -0.6623918758045623, -0.661080789011365]"
total_blocks,600.0,0.0,no_targeting,0.05,1000,0.0,10,no_targeting,-0.87804564748843,"[-1.348101336714837, -1.1364539185494096, -0.9357791567249766, -0.8150664086182947, -0.7578046253928427, -0.7076870690911513, -0.6623918758045623, -0.661080789011365]"
fork_rate,0.0,0.0,no_targeting,0.05,1000,0.0,10,no_targeting,-0.87804564748843,"[-1.348101336714837, -1.1364539185494096, -0.9357791567249766, -0.8150664086182947, -0.7578046253928427, -0.7076870690911513, -0.6623918758045623, -0.661080789011365]"
orphan_blocks,568.3,1.636391694484477,no_targeting,0.05,1000,0.0,10,no_targeting,-0.87804564748843,"[-1.348101336714837, -1.1364539185494096, -0.9357791567249766, -0.8150664086182947, -0.7578046253928427, -0.7076870690911513, -0.6623918758045623, -0.661080789011365]"
delay_usage_freq,0.14316666666666664,0.08546333413506332,no_targeting,0.05,1000,0.0,10,no_targeting,-0.87804564748843,"[-1.348101336714837, -1.1364539185494096, -0.9357791567249766, -0.8150664086182947, -0.7578046253928427, -0.7076870690911513, -0.6623918758045623, -0.661080789011365]"
delay_cost,482909.91019257845,191397.77631989354,no_targeting,0.05,1000,0.0,10,no_targeting,-0.87804564748843,"[-1.348101336714837, -1.1364539185494096, -0.9357791567249766, -0.8150664086182947, -0.7578046253928427, -0.7076870690911513, -0.6623918758045623, -0.661080789011365]"
mean_reward,-0.7149826821567485,0.024367858236779658,no_targeting,0.05,1000,0.0,10,no_targeting,-0.87804564748843,"[-1.348101336714837, -1.1364539185494096, -0.9357791567249766, -0.8150664086182947, -0.7578046253928427, -0.7076870690911513, -0.6623918758045623, -0.661080789011365]"
epsilon,0.05,0.0,no_targeting,0.05,1000,0.0,10,no_targeting,-0.87804564748843,"[-1.348101336714837, -1.1364539185494096, -0.9357791567249766, -0.8150664086182947, -0.7578046253928427, -0.7076870690911513, -0.6623918758045623, -0.661080789011365]"
REV,0.03783333333333334,0.02026140891838533,no_rl,0.05,1000,0.0,10,no_rl,,
attacker_blocks,22.7,12.1568453510312,no_rl,0.05,1000,0.0,10,no_rl,,
total_blocks,600.0,0.0,no_rl,0.05,1000,0.0,10,no_rl,,
fork_rate,0.0,0.0,no_rl,0.05,1000,0.0,10,no_rl,,
orphan_blocks,565.1,3.5103022978402048,no_rl,0.05,1000,0.0,10,no_rl,,
delay_usage_freq,0.0,0.0,no_rl,0.05,1000,0.0,10,no_rl,,
delay_cost,230013.50955230952,33504.376346508056,no_rl,0.05,1000,0.0,10,no_rl,,
mean_reward,0.0,0.0,no_rl,0.05,1000,0.0,10,no_rl,,
epsilon,0.0,0.0,no_rl,0.05,1000,0.0,10,no_rl,,
REV,0.017,0.021384198619945616,no_cost,0.05,1000,0.0,10,no_cost,0.021924355158730157,"[0.01, 0.016666666666666666, 0.01611111111111111, 0.021666666666666667, 0.026, 0.027777777777777776, 0.02738095238095238, 0.029791666666666668]"
attacker_blocks,10.2,12.830519171967369,no_cost,0.05,1000,0.0,10,no_cost,0.021924355158730157,"[0.01, 0.016666666666666666, 0.01611111111111111, 0.021666666666666667, 0.026, 0.027777777777777776, 0.02738095238095238, 0.029791666666666668]"
total_blocks,600.0,0.0,no_cost,0.05,1000,0.0,10,no_cost,0.021924355158730157,"[0.01, 0.016666666666666666, 0.01611111111111111, 0.021666666666666667, 0.026, 0.027777777777777776, 0.02738095238095238, 0.029791666666666668]"
fork_rate,0.0,0.0,no_cost,0.05,1000,0.0,10,no_cost,0.021924355158730157,"[0.01, 0.016666666666666666, 0.01611111111111111, 0.021666666666666667, 0.026, 0.027777777777777776, 0.02738095238095238, 0.029791666666666668]"
orphan_blocks,564.9,5.173651192984184,no_cost,0.05,1000,0.0,10,no_cost,0.021924355158730157,"[0.01, 0.016666666666666666, 0.01611111111111111, 0.021666666666666667, 0.026, 0.027777777777777776, 0.02738095238095238, 0.029791666666666668]"
delay_usage_freq,0.0505,0.011413929112175954,no_cost,0.05,1000,0.0,10,no_cost,0.021924355158730157,"[0.01, 0.016666666666666666, 0.01611111111111111, 0.021666666666666667, 0.026, 0.027777777777777776, 0.02738095238095238, 0.029791666666666668]"
delay_cost,277219.0579507335,55549.11832747273,no_cost,0.05,1000,0.0,10,no_cost,0.021924355158730157,"[0.01, 0.016666666666666666, 0.01611111111111111, 0.021666666666666667, 0.026, 0.027777777777777776, 0.02738095238095238, 0.029791666666666668]"
mean_reward,0.034253158252422956,0.0016340841645530498,no_cost,0.05,1000,0.0,10,no_cost,0.021924355158730157,"[0.01, 0.016666666666666666, 0.01611111111111111, 0.021666666666666667, 0.026, 0.027777777777777776, 0.02738095238095238, 0.029791666666666668]"
epsilon,0.05,0.0,no_cost,0.05,1000,0.0,10,no_cost,0.021924355158730157,"[0.01, 0.016666666666666666, 0.01611111111111111, 0.021666666666666667, 0.026, 0.027777777777777776, 0.02738095238095238, 0.029791666666666668]"
REV,0.010833333333333334,0.012428809622887274,A,0.05,1000,0.5,10,A,,
attacker_blocks,6.5,7.457285773732365,A,0.05,1000,0.5,10,A,,
total_blocks,600.0,0.0,A,0.05,1000,0.5,10,A,,
fork_rate,0.0,0.0,A,0.05,1000,0.5,10,A,,
orphan_blocks,482.5,12.231562087939182,A,0.05,1000,0.5,10,A,,
delay_usage_freq,0.0,0.0,A,0.05,1000,0.5,10,A,,
delay_cost,0.0,0.0,A,0.05,1000,0.5,10,A,,
mean_reward,0.0,0.0,A,0.05,1000,0.5,10,A,,
epsilon,0.0,0.0,A,0.05,1000,0.5,10,A,,
REV,0.033166666666666664,0.022668436750057513,B,0.05,1000,0.5,10,B,,
attacker_blocks,19.9,13.601062050034509,B,0.05,1000,0.5,10,B,,
total_blocks,600.0,0.0,B,0.05,1000,0.5,10,B,,
fork_rate,0.0,0.0,B,0.05,1000,0.5,10,B,,
orphan_blocks,566.8,3.6453928305312844,B,0.05,1000,0.5,10,B,,
delay_usage_freq,0.0,0.0,B,0.05,1000,0.5,10,B,,
delay_cost,244561.20477651316,27078.2589286085,B,0.05,1000,0.5,10,B,,
mean_reward,0.0,0.0,B,0.05,1000,0.5,10,B,,
epsilon,0.0,0.0,B,0.05,1000,0.5,10,B,,
REV,0.004,0.006045098003882419,C,0.05,1000,0.5,10,C,-0.7668435556011891,"[-1.0806035975503527, -0.9039853657228849, -0.782805704790373, -0.7623525984612468, -0.711569756339302, -0.6611394548698185, -0.6249467655187104, -0.6073452015568245]"
attacker_blocks,2.4,3.6270588023294517,C,0.05,1000,0.5,10,C,-0.7668435556011891,"[-1.0806035975503527, -0.9039853657228849, -0.782805704790373, -0.7623525984612468, -0.711569756339302, -0.6611394548698185, -0.6249467655187104, -0.6073452015568245]"
total_blocks,600.0,0.0,C,0.05,1000,0.5,10,C,-0.7668435556011891,"[-1.0806035975503527, -0.9039853657228849, -0.782805704790373, -0.7623525984612468, -0.711569756339302, -0.6611394548698185, -0.6249467655187104, -0.6073452015568245]"
fork_rate,0.0,0.0,C,0.05,1000,0.5,10,C,-0.7668435556011891,"[-1.0806035975503527, -0.9039853657228849, -0.782805704790373, -0.7623525984612468, -0.711569756339302, -0.6611394548698185, -0.6249467655187104, -0.6073452015568245]"
orphan_blocks,568.1,2.282785822435191,C,0.05,1000,0.5,10,C,-0.7668435556011891,"[-1.0806035975503527, -0.9039853657228849, -0.782805704790373, -0.7623525984612468, -0.711569756339302, -0.6611394548698185, -0.6249467655187104, -0.6073452015568245]"
delay_usage_freq,0.14616666666666667,0.08258572052460342,C,0.05,1000,0.5,10,C,-0.7668435556011891,"[-1.0806035975503527, -0.9039853657228849, -0.782805704790373, -0.7623525984612468, -0.711569756339302, -0.6611394548698185, -0.6249467655187104, -0.6073452015568245]"
delay_cost,457795.14214975946,122732.06278228713,C,0.05,1000,0.5,10,C,-0.7668435556011891,"[-1.0806035975503527, -0.9039853657228849, -0.782805704790373, -0.7623525984612468, -0.711569756339302, -0.6611394548698185, -0.6249467655187104, -0.6073452015568245]"
mean_reward,-0.6629747999594308,0.02187762349750127,C,0.05,1000,0.5,10,C,-0.7668435556011891,"[-1.0806035975503527, -0.9039853657228849, -0.782805704790373, -0.7623525984612468, -0.711569756339302, -0.6611394548698185, -0.6249467655187104, -0.6073452015568245]"
epsilon,0.05,0.0,C,0.05,1000,0.5,10,C,-0.7668435556011891,"[-1.0806035975503527, -0.9039853657228849, -0.782805704790373, -0.7623525984612468, -0.711569756339302, -0.6611394548698185, -0.6249467655187104, -0.6073452015568245]"
REV,0.007833333333333335,0.011942506302703946,no_targeting,0.05,1000,0.5,10,no_targeting,-1.136236067758574,"[-1.8005734394963642, -1.3729656222074893, -1.1771331340396318, -1.0609596390556604, -0.9997115980957788, -0.92194717503006, -0.881527791970385, -0.8750701421732231]"
